1	27
1	88
2	53
2	88
3	53
4	27
4	88
5	53
6	53
6	117
7	53
7	88
8	27
8	53
8	88
10	27
10	53
10	88
11	27
11	53
11	88
12	88
13	53
14	53
15	53
15	88
16	27
16	53
16	88
17	53
18	27
18	88
19	27
19	88
20	88
21	27
21	88
22	27
22	53
22	88
23	53
24	27
24	88
25	27
25	53
25	88
26	27
26	53
26	88
27	1
27	4
27	8
27	10
27	11
27	16
27	18
27	19
27	21
27	22
27	24
27	25
27	26
27	31
27	34
27	35
27	36
27	37
27	39
27	42
27	44
27	45
27	46
27	49
27	50
27	53
27	55
27	57
27	58
27	60
27	64
27	65
27	67
27	68
27	69
27	70
27	71
27	74
27	76
27	77
27	84
27	85
27	86
27	87
27	88
27	89
27	92
27	93
27	96
27	99
27	100
27	101
27	104
27	105
27	107
27	108
27	111
27	113
27	115
27	116
27	119
27	120
27	122
27	126
27	127
27	128
28	53
29	53
30	53
30	88
31	27
31	53
31	88
32	53
33	53
34	27
34	53
34	88
35	27
35	53
35	88
36	27
36	88
37	27
37	53
37	88
38	53
39	27
39	53
39	88
40	53
41	53
41	88
41	121
41	122
42	27
42	53
42	88
43	53
43	119
43	122
44	27
44	53
44	88
45	27
45	53
45	88
46	27
46	53
46	88
47	53
48	53
49	27
50	27
50	88
51	53
51	88
53	2
53	3
53	5
53	6
53	7
53	8
53	10
53	11
53	13
53	14
53	15
53	16
53	17
53	22
53	23
53	25
53	26
53	27
53	28
53	29
53	30
53	31
53	32
53	33
53	34
53	35
53	37
53	38
53	39
53	40
53	41
53	42
53	43
53	44
53	45
53	46
53	47
53	48
53	51
53	54
53	55
53	56
53	57
53	58
53	59
53	60
53	61
53	62
53	63
53	64
53	65
53	66
53	67
53	68
53	69
53	72
53	73
53	74
53	75
53	76
53	77
53	78
53	79
53	80
53	81
53	84
53	85
53	86
53	87
53	88
53	89
53	90
53	91
53	92
53	93
53	94
53	95
53	96
53	97
53	98
53	99
53	100
53	101
53	103
53	105
53	106
53	107
53	109
53	110
53	111
53	112
53	113
53	114
53	115
53	116
53	117
53	118
53	119
53	121
53	122
53	123
53	124
53	125
53	126
53	127
53	128
53	129
54	53
55	27
55	53
55	88
56	53
56	88
57	27
57	53
57	88
57	122
58	27
58	53
58	88
59	53
60	27
60	53
60	88
61	53
62	53
63	53
64	27
64	53
64	88
65	27
65	53
65	88
66	53
66	88
67	27
67	53
67	88
68	27
68	53
68	88
69	27
69	53
70	27
70	88
71	27
71	88
72	53
73	53
74	27
74	53
74	88
74	96
74	121
74	122
75	53
76	27
76	53
76	88
77	27
77	53
77	88
78	53
79	53
80	53
81	53
81	88
82	88
84	27
84	53
84	88
85	27
85	53
85	88
86	27
86	53
87	27
87	53
88	1
88	2
88	4
88	7
88	8
88	10
88	11
88	12
88	15
88	16
88	18
88	19
88	20
88	21
88	22
88	24
88	25
88	26
88	27
88	30
88	31
88	34
88	35
88	36
88	37
88	39
88	41
88	42
88	44
88	45
88	46
88	50
88	51
88	53
88	55
88	56
88	57
88	58
88	60
88	64
88	65
88	66
88	67
88	68
88	70
88	71
88	74
88	76
88	77
88	81
88	82
88	84
88	85
88	89
88	90
88	92
88	93
88	95
88	96
88	99
88	100
88	101
88	102
88	103
88	104
88	105
88	107
88	108
88	111
88	112
88	113
88	114
88	115
88	116
88	117
88	119
88	120
88	122
88	123
88	124
88	125
88	126
88	127
88	128
89	27
89	53
89	88
90	53
90	88
91	53
92	27
92	53
92	88
93	27
93	53
93	88
94	53
95	53
95	88
96	27
96	53
96	74
96	88
96	121
97	53
98	53
98	122
99	27
99	53
99	88
100	27
100	53
100	88
101	27
101	53
101	88
102	88
103	53
103	88
104	27
104	88
105	27
105	53
105	88
106	53
107	27
107	53
107	88
108	27
108	88
109	53
110	53
111	27
111	53
111	88
112	53
112	88
113	27
113	53
113	88
114	53
114	88
115	27
115	53
115	88
115	122
116	27
116	53
116	88
117	6
117	53
117	88
118	53
119	27
119	43
119	53
119	88
120	27
120	88
121	41
121	53
121	74
121	96
121	122
121	128
122	27
122	41
122	43
122	53
122	57
122	74
122	88
122	98
122	115
122	121
122	128
123	53
123	88
124	53
124	88
125	53
125	88
126	27
126	53
126	88
127	27
127	53
127	88
128	27
128	53
128	88
128	121
128	122
129	53
